"Word","Frequency"
"startsdisdain","1"
"state","12"
"statesmen","1"
"station","2"
"statu","5"
"staunch","1"
"stay","1"
"steadi","1"
"steal","3"
"steam","1"
"steed","11"
"steel","5"
"steep","10"
"steepi","1"
"steepli","1"
"steer","6"
"stem","2"
"step","12"
"steril","1"
"stern","19"
"sti","1"
"stifl","1"
"still","98"
"stillest","1"
"sting","3"
"stir","8"
"stole","2"
"stone","7"
"stoni","1"
"stood","13"
"stoop","1"
"stop","4"
"stopsh","1"
"store","4"
"stori","2"
"storm","13"
"stow","1"
"strain","13"
"strait","2"
"strand","1"
"strang","16"
"stranger","12"
"strangertre","1"
"stray","3"
"streak","1"
"stream","26"
"streamlet","1"
"street","4"
"strength","15"
"stretch","3"
"strew","5"
"stricken","1"
"strict","1"
"strife","7"
"strike","7"
"string","3"
"strive","3"
"stroke","3"
"strong","8"
"stronger","3"
"strown","1"
"struck","1"
"structur","3"
"struggl","5"
"stubborn","1"
"studious","1"
"stumbl","2"
"stung","1"
"stygian","2"
"style","1"
"su","3"
"suabian","1"
"subdu","6"
"subject","5"
"sublim","9"
"submiss","3"
"submit","2"
"substanc","1"
"substanti","1"
"subterranean","1"
"subtl","1"
"subtler","1"
"suburb","1"
"succeed","2"
"success","2"
"such","104"
"suck","1"
"sudden","3"
"sue","1"
"suffer","12"
"suffic","1"
"suffici","1"
"suit","5"
"suli","2"
"suliot","3"
"sullen","3"
"sulphuri","1"
"sultri","1"
"sultriest","1"
"summer","7"
"summit","5"
"sumptuous","1"
"sun","18"
"sunbeam","2"
"sundri","3"
"sung","4"
"sunk","4"
"sunken","1"
"sunless","1"
"sunni","2"
"sunset","4"
"sunshin","1"
"superstit","3"
"supin","2"
"suppl","1"
"suppli","3"
"suppliant","1"
"support","1"
"suprem","1"
"supremaci","1"
"sure","7"
"surfac","3"
"surg","2"
"surpass","2"
"surpris","1"
"surround","2"
"surtout","1"
"survey","9"
"surviv","7"
"survivor","1"
"suspend","3"
"suspens","2"
"suspicion","1"
"sustain","3"
"swain","1"
"swallow","1"
"swamp","1"
"swan","1"
"swarthi","1"
"sway","7"
"sweat","2"
"sweep","7"
"sweet","24"
"sweeten","1"
"sweeter","2"
"sweetest","3"
"swell","9"
"swept","5"
"swerv","1"
"swift","9"
"swiftest","1"
"swim","1"
"swoll","1"
"swolln","1"
"sword","11"
"sworn","2"
"sylla","2"
"symbol","1"
"symmetri","1"
"sympathi","1"
"symplegad","1"
"synod","1"
"syracus","1"
"system","1"
"t","3"
"ta","3"
"tack","1"
"tackl","1"
"tagus","1"
"tail","1"
"taint","1"
"take","11"
"taken","1"
"talavera","2"
"tale","11"
"talent","1"
"talethi","1"
"talk","3"
"tall","1"
"talon","1"
"tambourgi","3"
"tame","3"
"tan","1"
"tangl","1"
"tannen","1"
"tare","1"
"tarpeian","1"
"tarri","1"
"tartar","1"
"task","3"
"tasso","3"
"tast","6"
"taught","7"
"tayo","1"
"teach","6"
"tear","36"
"teardrop","1"
"teas","1"
"teat","1"
"teem","5"
"teeth","1"
"teian","1"
"tell","13"
"temp","1"
"temper","4"
"tempest","9"
"templ","13"
"tempt","2"
"ten","3"
"tenant","1"
"tenantless","2"
"tend","3"
"tender","7"
"tenement","1"
"tepalen","1"
"term","1"
"terrestri","1"
"terribl","1"
"terror","3"
"test","2"
"textur","1"
"th","2"
"thami","1"
"than","63"
"thank","2"
"that","306"
"thatch","1"
"the","2210"
"theatr","2"
"thebe","1"
"thee","96"
"theeand","1"
"thei","1"
"their","225"
"them","61"
"theme","8"
"themebut","1"
"themselv","9"
"then","52"
"thenc","3"
"there","100"
"therefor","1"
"therein","1"
"thereon","1"
"thermopyla","1"
"these","62"
"they","129"
"thi","252"
"thick","3"
"thickest","1"
"thiev","1"
"thin","3"
"thine","50"
"thing","46"
"think","7"
"third","2"
"thirst","5"
"thirsti","1"
"thirteen","1"
"thirti","1"
"this","114"
"thorn","2"
"those","51"
"thou","141"
"though","97"
"thought","47"
"thoughtless","1"
"thousand","23"
"thraldom","1"
"thrall","1"
"thrasimen","2"
"thrasybulus","1"
"threaten","1"
"three","6"
"threescor","1"
"threw","1"
"thrice","1"
"thrift","1"
"thrill","5"
"thrive","1"
"thro","1"
"throb","2"
"throe","2"
"throne","18"
"throng","13"
"through","56"
"throughout","1"
"throw","2"
"thrown","1"
"thunder","16"
"thunderbolt","2"
"thunderstrik","1"
"thus","47"
"thwart","3"
"thyself","2"
"tiara","1"
"tiber","2"
"tide","13"
"tie","4"
"tiger","1"
"tight","1"
"till","42"
"time","54"
"timeaccurs","1"
"ting","2"
"tint","2"
"tire","5"
"tis","37"
"titan","2"
"titl","1"
"titus","1"
"to","740"
"today","1"
"togeth","2"
"toil","11"
"toilsom","1"
"token","3"
"told","4"
"tomb","20"
"tombless","1"
"tome","1"
"tomerit","1"
"tone","9"
"tongu","13"
"tongueson","1"
"too","49"
"took","2"
"tool","2"
"tooth","1"
"top","2"
"topmost","1"
"toppl","2"
"torch","2"
"tore","2"
"torn","7"
"torquato","2"
"torrent","7"
"torrid","1"
"tortur","9"
"totter","1"
"touch","5"
"toward","1"
"tower","17"
"town","1"
"toy","1"
"trace","14"
"track","5"
"trackless","1"
"trade","1"
"trader","1"
"tradit","1"
"trafalgar","2"
"tragic","1"
"train","5"
"traitor","2"
"traitorsir","1"
"trajan","2"
"trampl","2"
"trampler","1"
"tranc","1"
"tranquil","2"
"transfer","1"
"transgress","1"
"transient","3"
"transport","2"
"travel","3"
"travers","4"
"treacheri","2"
"tread","11"
"treason","2"
"treasur","2"
"trebl","1"
"trebli","1"
"tree","21"
"trembl","11"
"tress","3"
"tri","1"
"tribun","1"
"tribut","1"
"trim","1"
"tritonia","1"
"triumph","12"
"triumphal","2"
"triumphant","3"
"trod","5"
"trodden","2"
"trojan","1"
"troop","1"
"trope","1"
"trophi","6"
"troubl","3"
"troublous","1"
"trough","1"
"troy","1"
"true","17"
"truli","2"
"trump","1"
"trumpet","2"
"trunk","3"
"trust","8"
"trusti","1"
"truth","9"
"tuft","1"
"tulli","4"
"tumbl","2"
"tumult","1"
"tune","2"
"turban","2"
"turbul","1"
"turf","2"
"turk","4"
"turkish","1"
"turn","27"
"turnpik","1"
"turret","2"
"tuscan","2"
"twas","13"
"twere","7"
"twilight","5"
"twill","1"
"twin","1"
"twine","2"
"twinkl","1"
"twirl","1"
"twixt","3"
"two","6"
"twould","1"
"tyranni","4"
"tyrant","15"
"tyre","2"
"umbrag","1"
"unalt","1"
"unalter","1"
"unambiti","1"
"unavail","1"
"unaveng","1"
"unawar","1"
"unbalanc","1"
"unbleach","1"
"unbleed","1"
"unblest","2"
"unbodi","1"
"unbosom","1"
"unbought","1"
"unbound","2"
"unbow","1"
"unburi","1"
"unceas","1"
"unchang","1"
"unchangeabl","1"
"uncoffin","1"
"uncompel","1"
"unconfin","1"
"unconsci","2"
"uncouth","2"
"uncreat","1"
"undefil","2"
"undeplor","1"
"underneath","1"
"understand","3"
"undescrib","1"
"undesign","1"
"undi","1"
"undisgrac","1"
"undivid","1"
"undon","1"
"undrawn","1"
"unearth","2"
"unempti","1"
"unenvi","1"
"unequ","2"
"unequal","1"
"uner","2"
"uneradic","1"
"unf","1"
"unfit","1"
"unfold","3"
"unfound","1"
"unfurl","1"
"ungentl","2"
"ungod","1"
"ungrat","1"
"ungrate","1"
"unhappi","2"
"unharm","1"
"unheard","1"
"unheed","2"
"unhurt","1"
"unimpair","1"
"unit","6"
"univers","5"
"unjust","1"
"unkempt","1"
"unknel","1"
"unknown","2"
"unlaurel","1"
"unless","2"
"unlock","1"
"unman","2"
"unmantl","1"
"unmask","1"
"unmolest","1"
"unmov","5"
"unmove","1"
"unnatur","1"
"unpremedit","1"
"unprepar","1"
"unprofan","1"
"unprun","1"
"unquench","2"
"unquiet","1"
"unreach","1"
"unrecord","1"
"unrest","1"
"unrestor","1"
"unrestrain","1"
"unreturniug","1"
"unrol","2"
"unruffl","2"
"unscath","1"
"unseam","1"
"unseen","6"
"unsepulchr","1"
"unsex","1"
"unshaken","2"
"unsheath","1"
"unshorn","1"
"unsight","1"
"unskil","1"
"unslak","1"
"unsound","1"
"unspar","1"
"unspiritu","1"
"unstain","1"
"unstoop","1"
"unstrung","1"
"unsubdu","1"
"unsurpass","1"
"untaught","4"
"unteach","1"
"until","7"
"untir","2"
"unto","15"
"untold","1"
"unutter","1"
"unvari","1"
"unveil","2"
"unw","1"
"unwal","1"
"unwash","1"
"unweari","1"
"unwholesom","1"
"unwil","1"
"unwind","1"
"unworn","1"
"unworthi","2"
"unwrinkl","1"
"unyield","1"
"up","21"
"upa","1"
"upbraid","1"
"upheld","3"
"upon","55"
"uprear","2"
"uproot","1"
"upros","1"
"uptorn","1"
"upturn","1"
"urchin","2"
"urg","5"
"urn","8"
"us","32"
"use","3"
"usurp","2"
"utopia","1"
"utraikey","1"
"utter","2"
"vacanc","1"
"vacant","4"
"vain","63"
"vainer","1"
"vale","9"
"valiant","2"
"valley","5"
"valour","3"
"van","2"
"vanish","6"
"vaniti","2"
"vanquish","6"
"vari","5"
"varieg","1"
"varieti","1"
"various","2"
"vassal","2"
"vast","12"
"vasti","1"
"vathek","1"
"vatican","1"
"vault","1"
"vaunt","2"
"ve","3"
"veer","1"
"veil","9"
"vein","2"
"velino","1"
"venal","1"
"vener","4"
"vengeanc","8"
"venic","10"
"venom","3"
"vent","1"
"ventur","3"
"venus","1"
"verdant","3"
"verdur","1"
"verg","3"
"veri","11"
"veriest","1"
"vers","3"
"vessel","5"
"vest","1"
"veteran","1"
"vex","1"
"vice","6"
"victim","6"
"victor","8"
"victori","8"
"vie","4"
"view","29"
"vigil","1"
"vigor","1"
"vigour","2"
"vile","4"
"villag","2"
"vine","4"
"vineyard","2"
"vintag","1"
"violat","2"
"violet","1"
"virgil","1"
"virgin","3"
"virtu","9"
"visibl","1"
"vision","6"
"visit","1"
"vital","1"
"viva","1"
"vizier","1"
"voic","20"
"voiceless","2"
"void","3"
"volcan","2"
"volley","1"
"volum","3"
"voluptu","6"
"vomit","1"
"vortex","1"
"votari","5"
"vouch","1"
"voyag","1"
"vulgar","5"
"vultur","4"
"waft","3"
"wage","2"
"wahab","1"
"wail","3"
"wait","6"
"wake","2"
"walk","6"
"wall","34"
"wallflow","1"
"wan","1"
"wand","1"
"wander","15"
"wane","2"
"want","7"
"wanton","4"
"war","39"
"ware","1"
"warhound","1"
"warlik","4"
"warm","7"
"warn","1"
"warrior","6"
"warsong","1"
"was","151"
"wash","3"
"washington","1"
"wassail","1"
"wast","11"
"watch","11"
"watchflam","1"
"water","28"
"wateri","2"
"waterloo","3"
"wave","44"
"wax","2"
"way","25"
"wayward","3"
"we","104"
"weak","8"
"weakest","1"
"wealth","6"
"wealthi","1"
"wealthiest","3"
"wean","3"
"weapon","10"
"wear","11"
"weari","14"
"wearili","1"
"wearisom","1"
"weav","3"
"web","2"
"wed","2"
"weed","7"
"week","1"
"ween","4"
"weep","12"
"weigh","3"
"weight","6"
"welcom","13"
"well","31"
"wellassert","1"
"welltim","1"
"welter","1"
"wend","2"
"went","4"
"wept","2"
"were","91"
"wert","11"
"west","4"
"wet","1"
"what","111"
"whata","1"
"whateer","2"
"whatev","8"
"whatsoev","3"
"wheel","3"
"whelm","2"
"when","120"
"whenc","9"
"where","173"
"whereat","2"
"wherefor","4"
"wherein","4"
"whereof","1"
"whereon","6"
"whereso","1"
"wheresoev","1"
"wherev","5"
"wherewith","2"
"whet","1"
"whetston","1"
"whi","12"
"which","278"
"while","36"
"whilom","5"
"whilst","1"
"whim","1"
"whine","2"
"whirl","2"
"whirlwind","1"
"whiskey","1"
"whisper","6"
"white","15"
"whither","2"
"who","143"
"whole","6"
"whom","35"
"whomsoeer","1"
"whore","1"
"whose","77"
"whoso","1"
"wide","17"
"wider","2"
"widowhood","1"
"wield","5"
"wife","5"
"wight","3"
"wild","35"
"wilder","4"
"wile","2"
"will","58"
"willow","2"
"wilt","4"
"win","8"
"wind","31"
"window","1"
"wine","5"
"wing","14"
"winter","2"
"wipe","1"
"wire","1"
"wiri","1"
"wisdom","5"
"wise","7"
"wisest","1"
"wish","6"
"wishedfor","1"
"wist","1"
"wit","3"
"witch","2"
"with","371"
"withal","6"
"withdraw","2"
"wither","11"
"withheld","1"
"within","30"
"without","25"
"withouten","1"
"withstand","3"
"wittol","1"
"woe","31"
"wold","2"
"wolf","5"
"woman","8"
"womb","1"
"women","1"
"won","12"
"wonder","10"
"wondrous","3"
"wont","6"
"woo","10"
"wood","4"
"woodi","2"
"word","18"
"wore","4"
"work","11"
"world","34"
"worldl","1"
"worm","3"
"wormwood","2"
"worn","13"
"wors","4"
"worship","11"
"worshipp","3"
"worst","8"
"worth","7"
"worthi","4"
"worthier","2"
"worthiest","1"
"worthless","4"
"would","82"
"wouldst","4"
"wound","10"
"woven","1"
"wrap","4"
"wrapt","4"
"wrath","8"
"wreak","2"
"wreath","4"
"wreck","9"
"wrest","1"
"wrestl","1"
"wretch","5"
"wring","1"
"wrinkl","2"
"writ","4"
"write","1"
"writh","1"
"written","1"
"wrong","15"
"wrote","1"
"wrought","6"
"wrung","6"
"yanina","1"
"yawn","2"
"yclad","1"
"ye","51"
"yea","2"
"year","43"
"yeast","1"
"yell","4"
"yellow","2"
"yeoman","2"
"yes","5"
"yesterday","1"
"yet","136"
"ygaze","1"
"yield","17"
"yoke","4"
"yon","17"
"yonder","5"
"yore","8"
"you","15"
"young","27"
"youngest","1"
"youngey","1"
"your","11"
"youth","32"
"zeal","3"
"zealot","1"
"zephyr","1"
"zest","1"
"zion","1"
"zitza","1"
"zone","4"
